Name,Year,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
조상우,2020,0,68.8,0,0.1,25.2,5.2,0,0.6,0,0,0,0.278,0,0,0.152,0.188,0,0,0,0
조상우,2021,1.3,62.3,0,1.5,25.7,0.5,0,8.7,0,0,0,0.242,0,0,0.111,0,0,0.063,0,0
조상우,2024,0,60.6,0,0.9,37.9,0,0.2,0.5,0,0,0,0.299,0,0.333,0.196,0,1,0,0,0
최지민,2022,0,54.9,0,0,25.4,19.7,0,0,0,0,0,0.308,0,0,0.429,0.5,0,0,0,0
최지민,2023,0,63.5,0,0,26.3,9.8,0,0,0,0,0,0.23,0,0,0.188,0.19,0,0,0,0
최지민,2024,0,61.2,0,0,27.8,11,0,0,0,0,0,0.269,0,0,0.154,0.438,0,0,0,0
황동하,2023,0,50,0,4.2,31.3,0,0,13.2,0,0,0,0.305,0,0.167,0.256,0,0,0.316,0,0
황동하,2024,0,40.5,0,7.9,30.3,0,0,21.3,0,0,0,0.299,0,0.241,0.244,0,0,0.247,0,0
임기영,2020,0.3,36.5,0,1,20.1,31.7,10.5,0,0,0,0.5,0.27,0,0.5,0.373,0.274,0.372,0,0,0
임기영,2021,0,44.3,0,0.9,17.8,31.6,5.5,0,0,0,0,0.269,0,0,0.348,0.188,0.483,0,0,0
임기영,2022,0,28.1,0,1,16,38.5,16.5,0,0,0,0,0.27,0,0.25,0.321,0.243,0.325,0,0,0
임기영,2023,0,29.9,0,0.1,17.8,39.4,12.7,0,0,0,0,0.2,0,0,0.267,0.18,0.111,0,0,0
임기영,2024,3,35.1,0,0.1,24.8,36.8,0,0,0,0,0.5,0.391,0,0,0.214,0.3,0,0,0,0
장재혁,2022,0,46.2,0,0,50.8,0,0,3.1,0,0,0,0.75,0,0,0,0,0,0,0,0
장재혁,2024,0,85.2,0,0,11.1,0,0,3.7,0,0,0,0.2,0,0,1,0,0,0,0,0
전상현,2020,0,62.1,0,3.5,29.5,1.9,0,2.9,0,0,0,0.2,0,0,0.204,0.5,0,0.273,0,0
전상현,2021,0,57.9,0,8.1,32.4,0,0,1.6,0,0,0,0.343,0,0.5,0.143,0,0,0,0,0
전상현,2022,0,57.4,0,2.7,32.6,1.4,0,5.9,0,0,0,0.266,0,0,0.21,0.5,0,0.25,0,0
전상현,2023,0,47.2,0,4.6,41.7,0.3,0.1,6.1,0,0,0,0.308,0,0.429,0.153,0,0,0.063,0,0
전상현,2024,0,47.3,0,6.2,32.5,0.4,0,13.5,0,0,0,0.255,0,0,0.236,0,0,0.158,0,0
정해영,2020,0,59.9,0,0.3,35.8,0,0,4,0,0,0,0.349,0,0,0.222,0,0,0.167,0,0
정해영,2021,0,68.5,0,0.3,22.8,0,0,8.5,0,0,0,0.194,0,0,0.283,0,0,0.176,0,0
정해영,2022,0,64.1,0,0.7,21.6,0,0,13.3,0,0,0,0.248,0,0,0.211,0,0,0.294,0,0
정해영,2023,0,64.1,0,0.1,17.7,0,0,18.1,0,0,0,0.288,0,0,0.3,0,0,0.233,0,0
정해영,2024,0,57.7,0,0,33.6,0,0,8.7,0,0,0,0.347,0,0,0.145,0,0,0.105,0,0
김대유,2020,3.6,49.1,0,18.2,29.1,0,0,0,0,0,0,0.4,0,0.5,0.4,0,0,0,0,0
김대유,2021,0.2,55.8,0,25.1,17,1.8,0,0,0,0,0,0.15,0,0.156,0.3,0.167,0,0,0,0
김대유,2022,0.1,54.3,0,21.2,20.7,3.3,0,0,0,0,0,0.274,0,0.171,0.227,0.273,0,0,0,0
김대유,2023,3.1,49.1,0,17.2,27.7,2.6,0,0,0,0,0.5,0.356,0,0.154,0.25,0,0,0,0,0
김대유,2024,0,40.9,0,13.8,28.4,16.8,0,0,0,0,0,0.429,0,0.357,0.308,0.19,0,0,0,0
김도현,2020,0.2,49.3,0,9.5,17,24.1,0,0,0,0,0,0.313,0,0.211,0.281,0.279,0,0,0,0
김도현,2021,0.4,58.4,0,8.6,9.7,23,0,0,0,0,0,0.299,0,0.6,0.3,0.273,0,0,0,0
김도현,2022,0,61.1,0,5.6,11.1,22.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
김도현,2024,6.9,38.6,0,18.6,26.4,9.4,0,0,0,0,0.429,0.325,0,0.159,0.28,0.286,0,0,0,0
김현수,2020,0,59.8,0,15.4,18.8,5.9,0,0,0,0,0,0.361,0,0.219,0.364,0,0,0,0,0
김현수,2021,0,62.7,0,11.7,19.4,6.2,0,0,0,0,0,0.321,0,0.25,0.263,0.3,0,0,0,0
김현수,2022,0,43.3,0,30,13.3,13.3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
김현수,2024,0,65.7,0,21.9,9.5,1.9,0,0,0,0,0,0.385,0,0.5,0,0,0,0,0,0
박세웅,2020,7.3,34.5,0,15.6,20.6,5.1,0,16.9,0,0,0.458,0.321,0,0.26,0.306,0.273,0,0.192,0,0
박세웅,2021,0.3,47.3,0,19.6,21.3,0.2,0,11.1,0,0,0.333,0.289,0,0.139,0.203,0.5,0,0.181,0,0
박세웅,2022,0,42.2,0,19.1,27.9,0,0,10.5,0,0,0,0.343,0,0.213,0.244,0,0,0.261,0,0
박세웅,2023,0,40,0,22.2,23.6,0,0,14,0,0,0,0.306,0,0.197,0.221,0,0,0.176,0,0
박세웅,2024,0.2,37.9,0.3,17.1,31.6,2.8,0,10.1,0,0,1,0.308,0.5,0.173,0.317,0.364,0,0.13,0,0
박시영,2020,0,38.4,0,9.8,19.5,0,0,32.3,0,0,0,0.255,0,0.333,0.333,0,0,0.275,0,0
박시영,2021,0,28,0,1.3,54.3,0,0,16.4,0,0,0,0.233,0,1,0.125,0,0,0.296,0,0
박시영,2022,0.4,25.8,0,2.6,47.2,1.3,0,22.7,0,0,0,0.462,0,1,0.2,0,0,0.357,0,0
박시영,2024,0,40.3,0,0.2,54.2,0,0,5.3,0,0,0,0.27,0,0,0.276,0,0,0.2,0,0
심재민,2021,0,45.3,0,5.4,19.9,29.2,0,0,0,0,0,0.273,0,0.273,0.27,0.167,0,0,0,0
심재민,2022,0,45.5,0,14.1,23.9,16.4,0,0,0,0,0,0.293,0,0.139,0.195,0.379,0,0,0,0
심재민,2023,0,53.1,0,17.2,28.1,1.6,0,0,0,0,0,0.625,0,0.5,0.5,0,0,0,0,0
송재영,2021,0,57.4,0,16,21.2,0.3,0,5.2,0,0,0,0.382,0,0.417,0.417,0,0,0.167,0,0
송재영,2024,0,55.6,0,3.7,40.1,0,0,0.6,0,0,0,0.15,0,0,0.545,0,0,0,0,0
윤성빈,2021,0,91.3,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0
윤성빈,2024,0,82.9,0,0,2.9,0,0,14.3,0,0,0,0.667,0,0,0,0,0,0,0,0
김건국,2020,0.4,35.2,0,11.2,37,0,0,16.3,0,0,0,0.19,0,0.182,0.319,0,0,0.192,0,0
김건국,2021,4.3,33.6,1.9,7.6,35.2,0,0,17.1,0,0,0,0.345,0.667,0.333,0.257,0,0,0.278,0,0
김건국,2023,0,40.1,0,8.9,38.1,0,0,12.8,0,0,0,0.357,0,0,0.238,0,0,0.3,0,0
김건국,2024,0,39.7,34.5,13,0,0,0,12.6,0,0,0,0.31,0.353,0.304,0,0,0,0.333,0,0
김기훈,2020,0,60.4,0,0.7,18,20.9,0,0,0,0,0,0.311,0,0,0.333,0.232,0,0,0,0
김기훈,2022,0,56.4,0,8.1,20.3,15.1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0
김기훈,2023,0,74.1,0,0.4,18.6,6.6,0,0,0,0,0,0.22,0,0,0.333,0.333,0,0,0,0
김기훈,2024,0,55.7,0,0.8,16.1,27.5,0,0,0,0,0,0.237,0,0,0.333,0.115,0,0,0,0
김민재,2024,0,63.5,0,4.7,4.7,2.4,0,24.7,0,0,0,0.529,0,0,0,0,0,0,0,0
김민주,2024,0,63.3,0,0,16.7,20,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
김사윤,2020,0,73.8,0,0.5,12.4,13.3,0,0,0,0,0,0.265,0,0,0.286,0.029,0,0,0,0
김사윤,2021,0,61.8,0,2.7,14,21.4,0,0,0,0,0,0.297,0,0.5,0.154,0.429,0,0,0,0
김사윤,2022,0,63.9,0,8.3,17.5,10,0,0.2,0,0,0,0.237,0,0.375,0.067,0.417,0,0,0,0
김사윤,2024,48.6,9.9,0,1,21.7,18.7,0,0.1,0,0,0.288,0.455,0,0,0.333,0.182,0,0,0,0
김승현,2022,0,71.7,0,0,27.4,0,0,0,0,0,0,0.222,0,0,0.364,0,0,0,0,0
김승현,2023,0,64.1,11.1,0.4,23.5,0,0,0,0,0,0,0.25,0.25,0,0.222,0,0,0,0,0
김승현,2024,0,49.1,0,0,50.9,0,0,0,0,0,0,0.415,0,0,0.162,0,0,0,0,0
곽도규,2023,66.1,10.9,0,16.1,6.5,0,0,0,0,0,0.258,0.5,0,0.556,0,0,0,0,0,0
곽도규,2024,61.6,0.9,0,8.6,24.6,1.2,0,2.9,0,0,0.237,0,0,0.154,0.188,0,0,0,0,0
이의리,2021,0,55,0,4.7,15.5,24.8,0,0,0,0,0,0.238,0,0.222,0.238,0.122,0,0,0,0
이의리,2022,0,63.5,0,14,12.7,9.6,0,0,0,0,0,0.238,0,0.172,0.167,0.265,0,0,0,0
이의리,2023,0,59.2,0,7.8,21.2,11.5,0,0,0,0,0,0.239,0,0.227,0.162,0.183,0,0,0,0
이의리,2024,0,51.4,0,16,21.5,11.1,0,0,0,0,0,0.333,0,0.3,0.444,0,0,0,0,0
이형범,2020,65.3,0.5,0.2,3.4,19.6,11,0,0,0,0,0.315,0,0,0.25,0.294,0.111,0,0,0,0
이형범,2021,67.6,0,0,2.9,17.6,11.8,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
이형범,2022,58.7,0.9,0,2,28.2,9.8,0,0,0,0,0.266,0,0,0,0.29,0.286,0,0,0,0
이형범,2023,50,8.6,0,2.1,30.9,8,0,0.4,0,0,0.393,0.643,0,0.5,0.176,0.222,0,0,0,0
이형범,2024,48.6,3.4,0,0.3,47.3,0.3,0,0,0,0,0.424,1,0,0,0.265,1,0,0,0,0
이준영,2020,0,33.3,0,3.9,62,0.8,0,0,0,0,0,0.273,0,0.571,0.304,0,0,0,0,0
이준영,2021,0,42,0,2.2,54,1.7,0,0.2,0,0,0,0.209,0,0.25,0.233,0,0,0,0,0
이준영,2022,0,36.3,0.1,0.3,63.2,0.1,0,0,0,0,0,0.262,0,0,0.231,0,0,0,0,0
이준영,2023,0,25.5,0,0,74.4,0,0,0,0,0,0,0.063,0,0,0.234,0,0,0,0,0
이준영,2024,0,28.8,0,0.3,69.9,0.3,0,0.6,0,0,0,0.343,0,0,0.243,0,0,0,0,0
네일,2024,41.5,2.3,10.1,0.4,33.8,11.9,0,0,0,0,0.339,0,0.389,0,0.161,0.327,0,0,0,0
박준표,2020,0.1,12.9,0,42.5,0.1,0.8,43.6,0,0,0,0,0.286,0,0.143,0,0,0.278,0,0,0
박준표,2021,0,0.4,0,41.5,0,0.5,57.6,0,0,0,0,0,0,0.271,0,0,0.377,0,0,0
박준표,2022,0,0,0,34.1,0,0,65.6,0.3,0,0,0,0,0,0.243,0,0,0.333,0,0,0
박준표,2023,0,0,0,19.6,0,0,73.1,7,0,0,0,0,0,0.3,0,0,0.256,0.2,0,0
박준표,2024,72.7,0,0,15.9,0,0,0,11.4,0,0,0.412,0,0,0.333,0,0,0,0.4,0,0
양현종,2020,0,57.4,0,4.3,16.6,21.7,0,0,0,0,0,0.277,0,0.147,0.207,0.327,0,0,0,0
양현종,2022,0,52.2,0,4.1,22.4,21.2,0,0,0,0,0,0.291,0,0.273,0.184,0.241,0,0,0,0
양현종,2023,0,53.3,0,2.5,19.9,24.2,0,0,0,0,0,0.314,0,0.1,0.208,0.26,0,0,0,0
양현종,2024,0,47.6,0,2.7,22.3,27,0,0,0,0,0,0.294,0,0.222,0.248,0.207,0,0,0,0
유승철,2022,0,68,0,5.5,20.8,3.9,0,1.6,0,0,0,0.34,0,0,0.188,0.2,0,0,0,0
유승철,2023,0,78.9,0,10.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유승철,2024,0,72.5,0,7.8,19.6,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0
윤중현,2021,0.2,45.7,0,23.7,1,23.2,6.2,0,0,0,0,0.309,0,0.215,0,0.286,0.333,0,0,0
윤중현,2022,0,31.3,0,15.5,0,24,29.2,0,0,0,0,0.242,0,0.241,0,0.34,0.329,0,0,0
윤중현,2023,3.7,30.5,0,22.4,1.2,13.5,28.7,0,0,0,0.25,0.194,0,0.278,0,0.333,0.429,0,0,0
윤중현,2024,56.5,2.5,0,21.3,1.7,18,0,0,0,0,0.5,0,0,0.5,0,0.3,0,0,0,0
윤영철,2023,0,41.5,0,3.6,32.8,22.1,0,0,0,0,0,0.342,0,0.25,0.224,0.184,0,0,0,0
윤영철,2024,0,33.4,20.5,6.8,19.8,19.5,0,0,0,0,0,0.27,0.288,0.5,0.185,0.228,0,0,0,0
유지성,2024,0,58.8,0,0,25.5,15.7,0,0,0,0,0,0.444,0,0,0,0.5,0,0,0,0
반즈,2022,11.8,37.4,0,2.2,28.3,20,0,0,0,0,0.333,0.302,0,0.5,0.167,0.243,0,0,0,0
반즈,2023,9.4,34.4,0,0.3,33.2,22.2,0,0,0,0,0.375,0.312,0,0,0.213,0.252,0,0,0,0
반즈,2024,10.9,31.4,0,0.3,33,24.2,0,0,0,0,0.462,0.301,0,0,0.17,0.238,0,0,0,0
최준용,2020,0,71.6,0,2.1,18,3.9,0,4.4,0,0,0,0.296,0,1,0.095,0.25,0,0.5,0,0
최준용,2021,0,72.9,0,0,14.5,12.3,0,0.3,0,0,0,0.235,0,0,0.235,0.227,0,0,0,0
최준용,2022,0,67.3,0,0.7,17.3,14.3,0,0.4,0,0,0,0.272,0,0,0.157,0.209,0,0,0,0
최준용,2023,0,54.3,0,13.9,4.2,27.6,0,0,0,0,0,0.281,0,0.241,0.375,0.236,0,0,0,0
최준용,2024,0,60.8,0,2.8,16,20,0,0.5,0,0,0,0.392,0,0,0.25,0.2,0,0,0,0
한현희,2020,0,57.8,0,0,34.1,6.4,1.6,0,0,0,0,0.252,0,0,0.271,0.343,0.429,0,0,0
한현희,2021,0,56,0,0,34.2,9.2,0.5,0,0,0,0,0.258,0,0,0.209,0.344,1,0,0,0
한현희,2022,0.1,60.7,0,0.1,23,8.7,2.2,5,0,0,1,0.278,0,1,0.197,0.167,0.692,0.143,0,0
한현희,2023,0,52.5,0,0.3,38.6,5.6,0,3,0,0,0,0.322,0,0.333,0.242,0.3,0,0.533,0,0
한현희,2024,0,52.7,0,1.7,42.4,1.7,0,1.3,0,0,0,0.319,0,0.5,0.266,0.6,0,0.4,0,0
홍민기,2021,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍민기,2024,26.3,38.4,0,31.3,4,0,0,0,0,0,0.4,0.385,0,0.5,0,0,0,0,0,0
현도훈,2021,0,52.9,0,6.7,23.6,0,0,16.8,0,0,0,0.313,0,0.75,0,0,0,0.143,0,0
현도훈,2024,0,49.7,0,2.1,34.7,0,0,13.5,0,0,0,0.353,0,0,0.294,0,0,0.4,0,0
정철원,2022,0,64.5,0,4.4,21,0,0,10,0,0,0,0.248,0,0.2,0.193,0,0,0.192,0,1
정철원,2023,0,62,0,0.2,22.3,0,0,15.3,0,0,0,0.275,0,0,0.27,0,0,0.102,0,0
정철원,2024,0,59.9,0,0.2,24.1,0,0,15.3,0,0,0,0.361,0,0,0.257,0,0,0.16,0,0
정현수,2024,0,36.9,0,22.1,40.9,0,0,0,0,0,0,0.25,0,0.105,0.294,0,0,0,0,0
진해수,2020,2.8,40.1,0,12.7,44.4,0,0,0,0,0,0.667,0.357,0,0.16,0.228,0,0,0,0,0
진해수,2021,0.1,42.7,0,14.8,41.3,0.1,0,0.8,0,0,0,0.266,0,0.231,0.246,0,0,0,0,0
진해수,2022,1.3,36.5,0,13.6,45.4,0.1,0,2.7,0,0,0,0.243,0,0.167,0.231,0,0,0.5,0,0
진해수,2023,0,31,0,9.8,44.4,0,0,13.5,0,0,0,0.409,0,0,0.276,0,0,0.25,0,0
진해수,2024,28.9,9.6,0,3.2,57.7,0,0,0,0,0,0.333,0.222,0,0.5,0.313,0,0,0,0,0
진승현,2022,0,50.5,0,12.9,34.2,2.5,0,0,0,0,0,0.444,0,0,0.133,1,0,0,0,0
진승현,2023,0,44.7,0,11.8,33,10.5,0,0,0,0,0,0.436,0,0.286,0.125,0.222,0,0,0,0
진승현,2024,0,46.8,0,5.5,40.4,6.4,0,0.9,0,0,0,0.333,0,0,0.286,0,0,0,0,0
김도규,2021,0,58.4,0,0.1,25.3,0.4,0,15.6,0,0,0,0.315,0,0,0.222,0,0,0.211,0,0
김도규,2022,0,48.3,0,0.3,16.2,0,0.1,34.7,0,0,0,0.224,0,1,0.235,0,0,0.275,0,0
김도규,2023,0,48.7,0,0,20.4,0,0,30.7,0,0,0,0.21,0,0,0.217,0,0,0.393,0,0
김도규,2024,0,40.2,0,0,22.8,0,0,37,0,0,0,0.4,0,0,0,0,0,0.375,0,0
김진욱,2021,0,64.7,0,9.5,25.4,0.5,0,0,0,0,0,0.221,0,0.263,0.316,0,0,0,0,0
김진욱,2022,0,62.3,0,17,18,2.4,0,0,0,0,0,0.286,0,0.154,0.172,0,0,0,0,0
김진욱,2023,0,60.3,0,18.8,19,0.3,0,1.5,0,0,0,0.25,0,0.286,0.267,0,0,0.333,0,0
김진욱,2024,0,42.1,0,18,37.3,0,0,2.1,0,0,0,0.296,0,0.355,0.175,0,0,0.333,0,0
김상수,2020,0.3,59.8,0,9.3,3.1,5.6,0,21.9,0,0,0,0.299,0,0.167,0.333,0,0,0.279,0,0
김상수,2021,1.4,47.3,0,10.2,6.8,5.6,0,28.6,0,0,0.333,0.368,0,0.412,0.25,0.294,0,0.162,0,0
김상수,2022,0,47.2,0,9.9,6.8,6.8,0,29.2,0,0,0,0.222,0,0,0.667,0,0,0.5,0,0
김상수,2023,0.1,43.8,0,11.9,7,13.8,0,23.2,0,0,0,0.233,0,0.364,0.231,0.237,0,0.222,0,0
김상수,2024,6.8,39.4,0,7.2,16.1,10.9,0,19.2,0,0,0.182,0.271,0,0.5,0.154,0.323,0,0.258,0,0
김원중,2020,0.1,55.3,0,11.7,5.9,0,0,26.9,0,0,0,0.319,0,0.143,0.143,0,0,0.152,0,0
김원중,2021,0,46.5,0,11.8,0.3,0,0,41.2,0,0,0,0.319,0,0.125,0,0,0,0.113,0,0
김원중,2022,0,44.7,0,8.4,0.1,0,0,46.6,0,0,0,0.343,0,0.167,0,0,0,0.167,0,0
김원중,2023,0,44.4,0,13.2,0.3,0,0,42.2,0,0,0,0.26,0,0.125,0,0,0,0.204,0,0
김원중,2024,0,44.9,0,5.6,0.2,0,0,49.1,0,0,0,0.307,0,0.455,0,0,0,0.187,0,0
구승민,2020,0,52,0,0.3,7.7,0,0,40,0,0,0,0.174,0,0,0.294,0,0,0.192,0,0
구승민,2021,0,53.7,0,0,4.7,0,0,41.5,0,0,0,0.2,0,0,0.333,0,0,0.221,0,0
구승민,2022,0,49.3,0,0,6.3,0,0,44.2,0,0,0,0.225,0,0,0.1,0,0,0.196,0,0
구승민,2023,0,43.9,0,0.2,9.6,0,0,46.2,0,0,0,0.262,0,0,0.269,0,0,0.267,0,0
구승민,2024,0,38.1,0,0,11.2,0,0,50.6,0,0,0,0.372,0,0,0.455,0,0,0.22,0,0
이민석,2022,0,61.7,0,0,31.8,5.7,0,0,0,0,0,0.333,0,0,0.279,0.125,0,0,0,0
이민석,2023,0,48.1,0,7.4,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이민석,2024,0,55.8,0,2.1,35.9,5.6,0,0,0,0,0,0.343,0,0,0.265,0.167,0,0,0,0
나균안,2021,10.7,40,0,7.3,15.9,3.3,0,22.6,0,0,0.35,0.337,0,0.5,0.345,0.6,0,0.192,0,0
나균안,2022,0.4,46.1,1.7,4.2,15,0,0,32.5,0,0,0,0.308,0.429,0.136,0.315,0,0,0.235,0,0
나균안,2023,0.1,41.1,1.7,10.3,11,0,0,35.7,0,0,0,0.271,0.4,0.342,0.351,0,0,0.241,0,0
나균안,2024,0,39.2,17.2,8.4,0,0,0,35.1,0,0,0,0.351,0.449,0.167,0,0,0,0.333,0,0
박진,2023,0,46,0,9.7,39.8,0,0,4.4,0,0,0,0.462,0,0.333,0,0,0,0,0,0
박진,2024,0,47.3,0,4,37.9,0,0,10.8,0,0,0,0.319,0,0,0.319,0,0,0.292,0,0
박진형,2020,0,36.9,0,1.1,14.8,0,0,47.1,0,0,0,0.4,0,0,0.385,0,0,0.25,0,0
박진형,2021,1.5,35.3,0,0.6,14.5,0,0,48,0,0,0,0.455,0,0,0.286,0,0,0.31,0,0
박진형,2024,1.1,35.8,0,2.1,14.7,0,0,46.3,0,0,0,0.2,0,0,0,0,0,0.455,0,0
최동환,2020,0,62.5,0,0.1,20,0.1,0,17.2,0,0,0,0.236,0,0,0.37,0,0,0.206,0,0
최동환,2021,0,78.3,0,0,13.9,0,0,7.8,0,0,0,0.278,0,0,0,0,0,0.5,0,0
최동환,2022,0.6,67.3,0,5.7,24.9,0,0,1.4,0,0,0.667,0.25,0,0.286,0.183,0,0,0.5,0,0
최동환,2023,0,59,0,1.8,4.6,0,0,34.3,0,0,0,0.256,0,0.75,0,0,0,0.25,0,0
최동환,2024,0,52,0,8.7,8.2,0,0,30.9,0,0,0,0.375,0,0.571,0.333,0,0,0.333,0,0
쿠에바스,2020,18.1,28.2,15,11.9,8.7,18.1,0,0,0,0,0.266,0.298,0.222,0.09,0.24,0.297,0,0,0,0
쿠에바스,2021,17.9,25.5,23.4,15.6,2.8,14.7,0,0,0,0,0.263,0.273,0.272,0.124,0.211,0.391,0,0,0,0
쿠에바스,2022,18,25.1,0,1.8,30.5,22.8,0,0,0,0,0,0.125,0,0,0.083,0,0,0,0,0
쿠에바스,2023,3.1,32.4,21.7,12.1,13.7,15.6,0,0,0,0,0.333,0.25,0.273,0.15,0.183,0.188,0,0,0,0.667
쿠에바스,2024,14,29.4,23.3,1.1,18.6,13.1,0,0,0,0,0.34,0.272,0.222,0.125,0.148,0.277,0,0,0,0
헤이수스,2024,14,42.4,4.8,6.4,13.4,18.9,0,0,0,0,0.355,0.239,0.1,0.333,0.286,0.25,0,0,0,0
김민수,2020,0,49.3,0,1.4,34.2,15,0,0,0,0,0,0.367,0,0,0.296,0.377,0,0,0,0
김민수,2021,0,51,0,5.2,37.9,6,0,0,0,0,0,0.26,0,0.273,0.222,0.462,0,0,0,0
김민수,2022,0,43,0,11.8,30.9,14,0,0,0,0,0,0.27,0,0.333,0.173,0.136,0,0,0,0
김민수,2023,0,45.3,0,24.6,18.7,5.9,0,4.9,0,0,0,0.429,0,0.444,0.222,0.4,0,0,0,0
김민수,2024,0,43.9,0,2.7,33.4,19.3,0.1,0.4,0,0,0,0.313,0,0.5,0.169,0.319,0,0.5,0,1
고영표,2021,0,28,0,13.3,6.5,40.5,11.6,0,0,0,0,0.254,0,0.186,0.276,0.188,0.39,0,0,0
고영표,2022,0,0.6,0,12.6,2.9,45.7,37.5,0,0,0,0,0,0,0.198,0.429,0.22,0.346,0,0,0.2
고영표,2023,0.1,25.2,0,13.5,2.5,38.1,20.4,0,0,0,0,0.333,0,0.293,0.353,0.179,0.331,0,0,0
고영표,2024,18.1,22.6,0,17.5,6,35.5,0,0,0,0,0.296,0.432,0,0.369,0.31,0.288,0,0,0,0
이채호,2021,0,57,0,29.8,0,13.2,0,0,0,0,0,0.385,0,0.4,0,0.2,0,0,0,0
이채호,2022,0,49.5,0,34.2,0,15.4,0.8,0,0,0,0,0.259,0,0.151,0,0.19,1,0,0,0
이채호,2023,0,56.7,0,35.6,0,7.4,0,0,0,0,0,0.323,0,0.143,0,0.4,0,0,0,0
이채호,2024,0,55.6,0,34.4,0,9.9,0,0,0,0,0,0.474,0,0.25,0,0.4,0,0,0,0
이상동,2020,6.2,67.3,0,0,14.2,9.7,0,2.7,0,0,1,0.438,0,0,0.4,0.333,0,0,0,0
이상동,2021,0,49.2,0,1.7,0,8.5,0,40.7,0,0,0,0.444,0,0,0,0,0,0.231,0,0
이상동,2023,0,54.5,0,0.3,3,0,0,42,0,0,0,0.354,0,0,0,0,0,0.213,0,0
이상동,2024,0,51.9,0,0,0,0,0,47.7,0,0,0,0.407,0,0,0,0,0,0.261,0,0
문용익,2021,0,55.1,0,9.5,35.4,0,0,0,0,0,0,0.302,0,0,0.235,0,0,0,0,0
문용익,2022,0,60.8,0,1.2,37.3,0.5,0,0,0,0,0,0.205,0,0,0.258,0,0,0,0,0
문용익,2023,0,60.8,0,5.9,33.3,0,0,0,0,0,0,0.231,0,0,0.133,0,0,0,0,0
문용익,2024,0,54.9,0,1.1,11.1,0,0,32.1,0,0,0,0.361,0,1,0.125,0,0,0.286,0,0
오원석,2020,0,55.1,0,9.6,27.8,7.5,0,0,0,0,0,0.269,0,1,0.167,0.5,0,0,0,0
오원석,2021,0,47.3,0,2.8,36.4,13.5,0,0,0,0,0,0.299,0,0.1,0.301,0.211,0,0,0,0
오원석,2022,0,46.7,0,9.1,30.5,13.6,0,0,0,0,0,0.289,0,0.288,0.262,0.292,0,0,0,0
오원석,2023,0.1,48.9,0,8,29.5,13.1,0,0,0,0,0,0.297,0,0.268,0.283,0.226,0,0,0,0
오원석,2024,0,57.2,0,19.4,16.6,6.6,0,0,0,0,0,0.266,0,0.209,0.31,0.217,0,0,0,0
박영현,2022,0,63.3,0.3,0,14.1,22,0,0.1,0,0,0,0.248,1,0,0.143,0.238,0,0,0,0
박영현,2023,0,60.1,0,0,12.1,27.6,0,0,0,0,0,0.187,0,0,0.326,0.277,0,0,0,0
박영현,2024,0,68.7,0,0,6.1,25,0,0,0,0,0,0.246,0,0,0.235,0.136,0,0,0,0
소형준,2020,37,12.4,0.5,7,17.2,26,0,0,0,0,0.296,0.246,0.333,0.25,0.3,0.248,0,0,0,0
소형준,2021,40.3,7.4,3.3,6.9,19.7,22.2,0,0,0,0,0.254,0.419,0.214,0.259,0.242,0.289,0,0,0,0
소형준,2022,38.3,0.6,4,9.6,27.1,20.4,0,0,0,0,0.274,0.333,0.263,0.152,0.243,0.253,0,0,0,0
소형준,2023,37,2.6,7.8,12.2,19.1,20.4,0,0,0,0,0.294,1,0.333,0.444,0.5,0.5,0,0,0,0
소형준,2024,49.2,6.7,10.8,2.5,0,30.8,0,0,0,0,0.333,0,0.5,0,0,0.1,0,0,0,0
원상현,2024,5.8,45.9,0,24.7,7.4,15.9,0,0,0,0,0.692,0.421,0,0.25,0.286,0.378,0,0,0,0.5
우규민,2020,0.3,41.5,0,28.2,17.1,6.4,6.5,0,0,0,0,0.302,0,0.259,0.389,0.1,0.545,0,0,0
우규민,2021,0,43.8,0,29.8,19.7,5.5,1.3,0,0,0,0,0.341,0,0.217,0.317,0.364,0,0,0,0
우규민,2022,0,42.2,0,29.8,18,8.2,1.8,0,0,0,0,0.25,0,0.255,0.471,0.25,0.25,0,0,0
우규민,2023,0.5,34.1,0,39.8,21.7,3.4,0.3,0,0,0,0,0.346,0,0.287,0.367,0.2,0,0,0,0
우규민,2024,0,38.6,0,29.6,23.9,7.6,0,0,0,0,0,0.286,0,0.245,0.278,0.3,0,0,0,0
